State,Currency,Year,Median Income/Standard Error,USD$
North Carolina,CURRENT DOLLARS,2015,"Median
income",52559
North Carolina,CURRENT DOLLARS,2015,"Standard
error",1390
North Carolina,CURRENT DOLLARS,2016,"Median
income",54920
North Carolina,CURRENT DOLLARS,2016,"Standard
error",1664
North Carolina,CURRENT DOLLARS,2017,"Median
income",50343
North Carolina,CURRENT DOLLARS,2017,"Standard
error",1760
North Carolina,CURRENT DOLLARS,1984 ,"Median
income",46351
North Carolina,CURRENT DOLLARS,1984 ,"Standard
error",1444
North Carolina,CURRENT DOLLARS,1985 ,"Median
income",46734
North Carolina,CURRENT DOLLARS,1985 ,"Standard
error",1275
North Carolina,CURRENT DOLLARS,1987 ,"Median
income",47112
North Carolina,CURRENT DOLLARS,1987 ,"Standard
error",1122
North Carolina,CURRENT DOLLARS,1992 ,"Median
income",47694
North Carolina,CURRENT DOLLARS,1992 ,"Standard
error",1058
North Carolina,CURRENT DOLLARS,1993 ,"Median
income",48279
North Carolina,CURRENT DOLLARS,1993 ,"Standard
error",1094
North Carolina,CURRENT DOLLARS,1994 ,"Median
income",49414
North Carolina,CURRENT DOLLARS,1994 ,"Standard
error",1099
North Carolina,CURRENT DOLLARS,1995 ,"Median
income",51240
North Carolina,CURRENT DOLLARS,1995 ,"Standard
error",1423
North Carolina,CURRENT DOLLARS,1999 ,"Median
income",54982
North Carolina,CURRENT DOLLARS,1999 ,"Standard
error",1417
North Carolina,CURRENT DOLLARS,2000 ,"Median
income",54695
North Carolina,CURRENT DOLLARS,2000 ,"Standard
error",1151
North Carolina,CURRENT DOLLARS,2004,"Median
income",52346
North Carolina,CURRENT DOLLARS,2004,"Standard
error",1056
North Carolina,CURRENT DOLLARS,2009 ,"Median
income",47995
North Carolina,CURRENT DOLLARS,2009 ,"Standard
error",660
North Carolina,CURRENT DOLLARS,2010 ,"Median
income",49384
North Carolina,CURRENT DOLLARS,2010 ,"Standard
error",2167
North Carolina,CURRENT DOLLARS,2013 ,"Median
income",43434
North Carolina,CURRENT DOLLARS,2013 ,"Standard
error",2169
North Carolina,CURRENT DOLLARS,2013 ,"Median
income",48840
North Carolina,CURRENT DOLLARS,2013 ,"Standard
error",3135
North Dakota,CURRENT DOLLARS,1986,"Median
income",46052
North Dakota,CURRENT DOLLARS,1986,"Standard
error",1681
North Dakota,CURRENT DOLLARS,1988,"Median
income",48131
North Dakota,CURRENT DOLLARS,1988,"Standard
error",2016
North Dakota,CURRENT DOLLARS,1989,"Median
income",48291
North Dakota,CURRENT DOLLARS,1989,"Standard
error",1728
North Dakota,CURRENT DOLLARS,1990,"Median
income",46085
North Dakota,CURRENT DOLLARS,1990,"Standard
error",1830
North Dakota,CURRENT DOLLARS,1991,"Median
income",45573
North Dakota,CURRENT DOLLARS,1991,"Standard
error",1640
North Dakota,CURRENT DOLLARS,1996,"Median
income",49117
North Dakota,CURRENT DOLLARS,1996,"Standard
error",1848
North Dakota,CURRENT DOLLARS,1997,"Median
income",48369
North Dakota,CURRENT DOLLARS,1997,"Standard
error",2079
North Dakota,CURRENT DOLLARS,1998,"Median
income",45677
North Dakota,CURRENT DOLLARS,1998,"Standard
error",1777
North Dakota,CURRENT DOLLARS,2001,"Median
income",49678
North Dakota,CURRENT DOLLARS,2001,"Standard
error",1116
North Dakota,CURRENT DOLLARS,2002,"Median
income",49463
North Dakota,CURRENT DOLLARS,2002,"Standard
error",1126
North Dakota,CURRENT DOLLARS,2003,"Median
income",53990
North Dakota,CURRENT DOLLARS,2003,"Standard
error",1138
North Dakota,CURRENT DOLLARS,2005,"Median
income",53089
North Dakota,CURRENT DOLLARS,2005,"Standard
error",1536
North Dakota,CURRENT DOLLARS,2006,"Median
income",50027
North Dakota,CURRENT DOLLARS,2006,"Standard
error",1712
North Dakota,CURRENT DOLLARS,2007,"Median
income",55946
North Dakota,CURRENT DOLLARS,2007,"Standard
error",1517
North Dakota,CURRENT DOLLARS,2008,"Median
income",56645
North Dakota,CURRENT DOLLARS,2008,"Standard
error",1356
North Dakota,CURRENT DOLLARS,2011,"Median
income",61562
North Dakota,CURRENT DOLLARS,2011,"Standard
error",3233
North Dakota,CURRENT DOLLARS,2012,"Median
income",59649
North Dakota,CURRENT DOLLARS,2012,"Standard
error",2271
North Dakota,CURRENT DOLLARS,2014,"Median
income",62944
North Dakota,CURRENT DOLLARS,2014,"Standard
error",3252
North Dakota,CURRENT DOLLARS,2015,"Median
income",59406
North Dakota,CURRENT DOLLARS,2015,"Standard
error",3345
North Dakota,CURRENT DOLLARS,2016,"Median
income",61478
North Dakota,CURRENT DOLLARS,2016,"Standard
error",2339
North Dakota,CURRENT DOLLARS,2017,"Median
income",59886
North Dakota,CURRENT DOLLARS,2017,"Standard
error",1676
North Dakota,CURRENT DOLLARS,1984 ,"Median
income",46806
North Dakota,CURRENT DOLLARS,1984 ,"Standard
error",2339
North Dakota,CURRENT DOLLARS,1985 ,"Median
income",46198
North Dakota,CURRENT DOLLARS,1985 ,"Standard
error",1763
North Dakota,CURRENT DOLLARS,1987 ,"Median
income",46731
North Dakota,CURRENT DOLLARS,1987 ,"Standard
error",1873
North Dakota,CURRENT DOLLARS,1992 ,"Median
income",46300
North Dakota,CURRENT DOLLARS,1992 ,"Standard
error",1547
North Dakota,CURRENT DOLLARS,1993 ,"Median
income",47103
North Dakota,CURRENT DOLLARS,1993 ,"Standard
error",1399
North Dakota,CURRENT DOLLARS,1994 ,"Median
income",46402
North Dakota,CURRENT DOLLARS,1994 ,"Standard
error",1830
North Dakota,CURRENT DOLLARS,1995 ,"Median
income",46610
North Dakota,CURRENT DOLLARS,1995 ,"Standard
error",1950
North Dakota,CURRENT DOLLARS,1999 ,"Median
income",48207
North Dakota,CURRENT DOLLARS,1999 ,"Standard
error",2041
North Dakota,CURRENT DOLLARS,2000 ,"Median
income",51382
North Dakota,CURRENT DOLLARS,2000 ,"Standard
error",1520
North Dakota,CURRENT DOLLARS,2004,"Median
income",51021
North Dakota,CURRENT DOLLARS,2004,"Standard
error",1627
North Dakota,CURRENT DOLLARS,2009 ,"Median
income",57351
North Dakota,CURRENT DOLLARS,2009 ,"Standard
error",1991
North Dakota,CURRENT DOLLARS,2010 ,"Median
income",57469
North Dakota,CURRENT DOLLARS,2010 ,"Standard
error",2604
North Dakota,CURRENT DOLLARS,2013 ,"Median
income",55745
North Dakota,CURRENT DOLLARS,2013 ,"Standard
error",3018
North Dakota,CURRENT DOLLARS,2013 ,"Median
income",62347
North Dakota,CURRENT DOLLARS,2013 ,"Standard
error",3637
Ohio,CURRENT DOLLARS,1986,"Median
income",53775
Ohio,CURRENT DOLLARS,1986,"Standard
error",1259
Ohio,CURRENT DOLLARS,1988,"Median
income",55419
Ohio,CURRENT DOLLARS,1988,"Standard
error",1271
Ohio,CURRENT DOLLARS,1989,"Median
income",55549
Ohio,CURRENT DOLLARS,1989,"Standard
error",1254
Ohio,CURRENT DOLLARS,1990,"Median
income",54748
Ohio,CURRENT DOLLARS,1990,"Standard
error",1313
Ohio,CURRENT DOLLARS,1991,"Median
income",52434
Ohio,CURRENT DOLLARS,1991,"Standard
error",1336
Ohio,CURRENT DOLLARS,1996,"Median
income",53175
Ohio,CURRENT DOLLARS,1996,"Standard
error",1659
Ohio,CURRENT DOLLARS,1997,"Median
income",55203
Ohio,CURRENT DOLLARS,1997,"Standard
error",1366
Ohio,CURRENT DOLLARS,1998,"Median
income",58672
Ohio,CURRENT DOLLARS,1998,"Standard
error",2376
Ohio,CURRENT DOLLARS,2001,"Median
income",57995
Ohio,CURRENT DOLLARS,2001,"Standard
error",917
Ohio,CURRENT DOLLARS,2002,"Median
income",58323
Ohio,CURRENT DOLLARS,2002,"Standard
error",1062
Ohio,CURRENT DOLLARS,2003,"Median
income",58145
Ohio,CURRENT DOLLARS,2003,"Standard
error",1243
Ohio,CURRENT DOLLARS,2005,"Median
income",55620
Ohio,CURRENT DOLLARS,2005,"Standard
error",1316
Ohio,CURRENT DOLLARS,2006,"Median
income",55942
Ohio,CURRENT DOLLARS,2006,"Standard
error",771
Ohio,CURRENT DOLLARS,2007,"Median
income",58190
Ohio,CURRENT DOLLARS,2007,"Standard
error",1286
Ohio,CURRENT DOLLARS,2008,"Median
income",53567
Ohio,CURRENT DOLLARS,2008,"Standard
error",968
Ohio,CURRENT DOLLARS,2011,"Median
income",48768
Ohio,CURRENT DOLLARS,2011,"Standard
error",1311
Ohio,CURRENT DOLLARS,2012,"Median
income",47465
Ohio,CURRENT DOLLARS,2012,"Standard
error",1843
Ohio,CURRENT DOLLARS,2014,"Median
income",51454
Ohio,CURRENT DOLLARS,2014,"Standard
error",1444
Ohio,CURRENT DOLLARS,2015,"Median
income",55150
Ohio,CURRENT DOLLARS,2015,"Standard
error",2025
Ohio,CURRENT DOLLARS,2016,"Median
income",55146
Ohio,CURRENT DOLLARS,2016,"Standard
error",1935
Ohio,CURRENT DOLLARS,2017,"Median
income",59768
Ohio,CURRENT DOLLARS,2017,"Standard
error",1890
Ohio,CURRENT DOLLARS,1984 ,"Median
income",52106
Ohio,CURRENT DOLLARS,1984 ,"Standard
error",1109
Ohio,CURRENT DOLLARS,1985 ,"Median
income",54845
Ohio,CURRENT DOLLARS,1985 ,"Standard
error",1229
Ohio,CURRENT DOLLARS,1987 ,"Median
income",53349
Ohio,CURRENT DOLLARS,1987 ,"Standard
error",1149
Ohio,CURRENT DOLLARS,1992 ,"Median
income",53934
Ohio,CURRENT DOLLARS,1992 ,"Standard
error",1008
Ohio,CURRENT DOLLARS,1993 ,"Median
income",52408
Ohio,CURRENT DOLLARS,1993 ,"Standard
error",1102
Ohio,CURRENT DOLLARS,1994 ,"Median
income",52271
Ohio,CURRENT DOLLARS,1994 ,"Standard
error",958
Ohio,CURRENT DOLLARS,1995 ,"Median
income",55986
Ohio,CURRENT DOLLARS,1995 ,"Standard
error",1583
Ohio,CURRENT DOLLARS,1999 ,"Median
income",58281
Ohio,CURRENT DOLLARS,1999 ,"Standard
error",1460
Ohio,CURRENT DOLLARS,2000 ,"Median
income",61326
Ohio,CURRENT DOLLARS,2000 ,"Standard
error",1045
Ohio,CURRENT DOLLARS,2004,"Median
income",56010
Ohio,CURRENT DOLLARS,2004,"Standard
error",1271
Ohio,CURRENT DOLLARS,2009 ,"Median
income",52545
Ohio,CURRENT DOLLARS,2009 ,"Standard
error",717
Ohio,CURRENT DOLLARS,2010 ,"Median
income",51701
Ohio,CURRENT DOLLARS,2010 ,"Standard
error",1682
Ohio,CURRENT DOLLARS,2013 ,"Median
income",48904
Ohio,CURRENT DOLLARS,2013 ,"Standard
error",1461
Ohio,CURRENT DOLLARS,2013 ,"Median
income",53489
Ohio,CURRENT DOLLARS,2013 ,"Standard
error",2580
Oklahoma,CURRENT DOLLARS,1986,"Median
income",44853
Oklahoma,CURRENT DOLLARS,1986,"Standard
error",1865
Oklahoma,CURRENT DOLLARS,1988,"Median
income",47282
Oklahoma,CURRENT DOLLARS,1988,"Standard
error",1510
Oklahoma,CURRENT DOLLARS,1989,"Median
income",45301
Oklahoma,CURRENT DOLLARS,1989,"Standard
error",2366
Oklahoma,CURRENT DOLLARS,1990,"Median
income",44480
Oklahoma,CURRENT DOLLARS,1990,"Standard
error",1904
Oklahoma,CURRENT DOLLARS,1991,"Median
income",44816
Oklahoma,CURRENT DOLLARS,1991,"Standard
error",1899
Oklahoma,CURRENT DOLLARS,1996,"Median
income",42822
Oklahoma,CURRENT DOLLARS,1996,"Standard
error",1700
Oklahoma,CURRENT DOLLARS,1997,"Median
income",47896
Oklahoma,CURRENT DOLLARS,1997,"Standard
error",1566
Oklahoma,CURRENT DOLLARS,1998,"Median
income",50837
Oklahoma,CURRENT DOLLARS,1998,"Standard
error",1857
Oklahoma,CURRENT DOLLARS,2001,"Median
income",49423
Oklahoma,CURRENT DOLLARS,2001,"Standard
error",958
Oklahoma,CURRENT DOLLARS,2002,"Median
income",49816
Oklahoma,CURRENT DOLLARS,2002,"Standard
error",838
Oklahoma,CURRENT DOLLARS,2003,"Median
income",47967
Oklahoma,CURRENT DOLLARS,2003,"Standard
error",1043
Oklahoma,CURRENT DOLLARS,2005,"Median
income",47368
Oklahoma,CURRENT DOLLARS,2005,"Standard
error",1823
Oklahoma,CURRENT DOLLARS,2006,"Median
income",47335
Oklahoma,CURRENT DOLLARS,2006,"Standard
error",1946
Oklahoma,CURRENT DOLLARS,2007,"Median
income",51218
Oklahoma,CURRENT DOLLARS,2007,"Standard
error",1722
Oklahoma,CURRENT DOLLARS,2008,"Median
income",52627
Oklahoma,CURRENT DOLLARS,2008,"Standard
error",1063
Oklahoma,CURRENT DOLLARS,2011,"Median
income",52927
Oklahoma,CURRENT DOLLARS,2011,"Standard
error",2616
Oklahoma,CURRENT DOLLARS,2012,"Median
income",51778
Oklahoma,CURRENT DOLLARS,2012,"Standard
error",3017
Oklahoma,CURRENT DOLLARS,2014,"Median
income",48920
Oklahoma,CURRENT DOLLARS,2014,"Standard
error",2876
Oklahoma,CURRENT DOLLARS,2015,"Median
income",48710
Oklahoma,CURRENT DOLLARS,2015,"Standard
error",2004
Oklahoma,CURRENT DOLLARS,2016,"Median
income",52039
Oklahoma,CURRENT DOLLARS,2016,"Standard
error",1688
Oklahoma,CURRENT DOLLARS,2017,"Median
income",55006
Oklahoma,CURRENT DOLLARS,2017,"Standard
error",3102
Oklahoma,CURRENT DOLLARS,1984 ,"Median
income",47656
Oklahoma,CURRENT DOLLARS,1984 ,"Standard
error",1618
Oklahoma,CURRENT DOLLARS,1985 ,"Median
income",46198
Oklahoma,CURRENT DOLLARS,1985 ,"Standard
error",1664
Oklahoma,CURRENT DOLLARS,1987 ,"Median
income",44899
Oklahoma,CURRENT DOLLARS,1987 ,"Standard
error",1830
Oklahoma,CURRENT DOLLARS,1992 ,"Median
income",43423
Oklahoma,CURRENT DOLLARS,1992 ,"Standard
error",1846
Oklahoma,CURRENT DOLLARS,1993 ,"Median
income",43990
Oklahoma,CURRENT DOLLARS,1993 ,"Standard
error",2499
Oklahoma,CURRENT DOLLARS,1994 ,"Median
income",44290
Oklahoma,CURRENT DOLLARS,1994 ,"Standard
error",1990
Oklahoma,CURRENT DOLLARS,1995 ,"Median
income",42158
Oklahoma,CURRENT DOLLARS,1995 ,"Standard
error",1410
Oklahoma,CURRENT DOLLARS,1999 ,"Median
income",48236
Oklahoma,CURRENT DOLLARS,1999 ,"Standard
error",2201
Oklahoma,CURRENT DOLLARS,2000 ,"Median
income",46295
Oklahoma,CURRENT DOLLARS,2000 ,"Standard
error",1012
Oklahoma,CURRENT DOLLARS,2004,"Median
income",51534
Oklahoma,CURRENT DOLLARS,2004,"Standard
error",1460
Oklahoma,CURRENT DOLLARS,2009 ,"Median
income",52544
Oklahoma,CURRENT DOLLARS,2009 ,"Standard
error",1305
Oklahoma,CURRENT DOLLARS,2010 ,"Median
income",48565
Oklahoma,CURRENT DOLLARS,2010 ,"Standard
error",2336
Oklahoma,CURRENT DOLLARS,2013 ,"Median
income",46142
Oklahoma,CURRENT DOLLARS,2013 ,"Standard
error",4306
Oklahoma,CURRENT DOLLARS,2013 ,"Median
income",48655
Oklahoma,CURRENT DOLLARS,2013 ,"Standard
error",3628
Oregon,CURRENT DOLLARS,1986,"Median
income",53043
Oregon,CURRENT DOLLARS,1986,"Standard
error",2145
Oregon,CURRENT DOLLARS,1988,"Median
income",55435
Oregon,CURRENT DOLLARS,1988,"Standard
error",2297
Oregon,CURRENT DOLLARS,1989,"Median
income",54607
Oregon,CURRENT DOLLARS,1989,"Standard
error",2747
Oregon,CURRENT DOLLARS,1990,"Median
income",53413
Oregon,CURRENT DOLLARS,1990,"Standard
error",1762
Oregon,CURRENT DOLLARS,1991,"Median
income",53138
Oregon,CURRENT DOLLARS,1991,"Standard
error",1913
Oregon,CURRENT DOLLARS,1996,"Median
income",55394
Oregon,CURRENT DOLLARS,1996,"Standard
error",1988
Oregon,CURRENT DOLLARS,1997,"Median
income",56903
Oregon,CURRENT DOLLARS,1997,"Standard
error",2732
Oregon,CURRENT DOLLARS,1998,"Median
income",58886
Oregon,CURRENT DOLLARS,1998,"Standard
error",2905
Oregon,CURRENT DOLLARS,2001,"Median
income",57284
Oregon,CURRENT DOLLARS,2001,"Standard
error",1044
Oregon,CURRENT DOLLARS,2002,"Median
income",57118
Oregon,CURRENT DOLLARS,2002,"Standard
error",1168
Oregon,CURRENT DOLLARS,2003,"Median
income",55630
Oregon,CURRENT DOLLARS,2003,"Standard
error",1289
Oregon,CURRENT DOLLARS,2005,"Median
income",55564
Oregon,CURRENT DOLLARS,2005,"Standard
error",1750
Oregon,CURRENT DOLLARS,2006,"Median
income",57393
Oregon,CURRENT DOLLARS,2006,"Standard
error",1701
Oregon,CURRENT DOLLARS,2007,"Median
income",59538
Oregon,CURRENT DOLLARS,2007,"Standard
error",1608
Oregon,CURRENT DOLLARS,2008,"Median
income",59037
Oregon,CURRENT DOLLARS,2008,"Standard
error",1568
Oregon,CURRENT DOLLARS,2011,"Median
income",56281
Oregon,CURRENT DOLLARS,2011,"Standard
error",1755
Oregon,CURRENT DOLLARS,2012,"Median
income",55380
Oregon,CURRENT DOLLARS,2012,"Standard
error",2492
Oregon,CURRENT DOLLARS,2014,"Median
income",61022
Oregon,CURRENT DOLLARS,2014,"Standard
error",3107
Oregon,CURRENT DOLLARS,2015,"Median
income",62944
Oregon,CURRENT DOLLARS,2015,"Standard
error",2456
Oregon,CURRENT DOLLARS,2016,"Median
income",60407
Oregon,CURRENT DOLLARS,2016,"Standard
error",2678
Oregon,CURRENT DOLLARS,2017,"Median
income",64610
Oregon,CURRENT DOLLARS,2017,"Standard
error",2856
Oregon,CURRENT DOLLARS,1984 ,"Median
income",48221
Oregon,CURRENT DOLLARS,1984 ,"Standard
error",1679
Oregon,CURRENT DOLLARS,1985 ,"Median
income",47699
Oregon,CURRENT DOLLARS,1985 ,"Standard
error",2270
Oregon,CURRENT DOLLARS,1987 ,"Median
income",51828
Oregon,CURRENT DOLLARS,1987 ,"Standard
error",2260
Oregon,CURRENT DOLLARS,1992 ,"Median
income",54832
Oregon,CURRENT DOLLARS,1992 ,"Standard
error",3502
Oregon,CURRENT DOLLARS,1993 ,"Median
income",55512
Oregon,CURRENT DOLLARS,1993 ,"Standard
error",1943
Oregon,CURRENT DOLLARS,1994 ,"Median
income",51616
Oregon,CURRENT DOLLARS,1994 ,"Standard
error",1851
Oregon,CURRENT DOLLARS,1995 ,"Median
income",58282
Oregon,CURRENT DOLLARS,1995 ,"Standard
error",1554
Oregon,CURRENT DOLLARS,1999 ,"Median
income",59949
Oregon,CURRENT DOLLARS,1999 ,"Standard
error",1848
Oregon,CURRENT DOLLARS,2000 ,"Median
income",60665
Oregon,CURRENT DOLLARS,2000 ,"Standard
error",1336
Oregon,CURRENT DOLLARS,2004,"Median
income",53329
Oregon,CURRENT DOLLARS,2004,"Standard
error",1367
Oregon,CURRENT DOLLARS,2009 ,"Median
income",56232
Oregon,CURRENT DOLLARS,2009 ,"Standard
error",1883
Oregon,CURRENT DOLLARS,2010 ,"Median
income",57014
Oregon,CURRENT DOLLARS,2010 ,"Standard
error",1696
Oregon,CURRENT DOLLARS,2013 ,"Median
income",59348
Oregon,CURRENT DOLLARS,2013 ,"Standard
error",2131
Oregon,CURRENT DOLLARS,2013 ,"Median
income",51646
Oregon,CURRENT DOLLARS,2013 ,"Standard
error",3043
Pennsylvania,CURRENT DOLLARS,1986,"Median
income",50975
Pennsylvania,CURRENT DOLLARS,1986,"Standard
error",1060
Pennsylvania,CURRENT DOLLARS,1988,"Median
income",53425
Pennsylvania,CURRENT DOLLARS,1988,"Standard
error",993
Pennsylvania,CURRENT DOLLARS,1989,"Median
income",54916
Pennsylvania,CURRENT DOLLARS,1989,"Standard
error",1309
Pennsylvania,CURRENT DOLLARS,1990,"Median
income",52910
Pennsylvania,CURRENT DOLLARS,1990,"Standard
error",1255
Pennsylvania,CURRENT DOLLARS,1991,"Median
income",53449
Pennsylvania,CURRENT DOLLARS,1991,"Standard
error",1081
Pennsylvania,CURRENT DOLLARS,1996,"Median
income",54468
Pennsylvania,CURRENT DOLLARS,1996,"Standard
error",1520
Pennsylvania,CURRENT DOLLARS,1997,"Median
income",57315
Pennsylvania,CURRENT DOLLARS,1997,"Standard
error",1473
Pennsylvania,CURRENT DOLLARS,1998,"Median
income",58808
Pennsylvania,CURRENT DOLLARS,1998,"Standard
error",1628
Pennsylvania,CURRENT DOLLARS,2001,"Median
income",60373
Pennsylvania,CURRENT DOLLARS,2001,"Standard
error",1003
Pennsylvania,CURRENT DOLLARS,2002,"Median
income",58069
Pennsylvania,CURRENT DOLLARS,2002,"Standard
error",1086
Pennsylvania,CURRENT DOLLARS,2003,"Median
income",57361
Pennsylvania,CURRENT DOLLARS,2003,"Standard
error",1039
Pennsylvania,CURRENT DOLLARS,2005,"Median
income",58258
Pennsylvania,CURRENT DOLLARS,2005,"Standard
error",937
Pennsylvania,CURRENT DOLLARS,2006,"Median
income",59082
Pennsylvania,CURRENT DOLLARS,2006,"Standard
error",1059
Pennsylvania,CURRENT DOLLARS,2007,"Median
income",57406
Pennsylvania,CURRENT DOLLARS,2007,"Standard
error",1105
Pennsylvania,CURRENT DOLLARS,2008,"Median
income",58666
Pennsylvania,CURRENT DOLLARS,2008,"Standard
error",672
Pennsylvania,CURRENT DOLLARS,2011,"Median
income",54516
Pennsylvania,CURRENT DOLLARS,2011,"Standard
error",1850
Pennsylvania,CURRENT DOLLARS,2012,"Median
income",55518
Pennsylvania,CURRENT DOLLARS,2012,"Standard
error",1503
Pennsylvania,CURRENT DOLLARS,2014,"Median
income",57185
Pennsylvania,CURRENT DOLLARS,2014,"Standard
error",2349
Pennsylvania,CURRENT DOLLARS,2015,"Median
income",62483
Pennsylvania,CURRENT DOLLARS,2015,"Standard
error",2304
Pennsylvania,CURRENT DOLLARS,2016,"Median
income",62290
Pennsylvania,CURRENT DOLLARS,2016,"Standard
error",2080
Pennsylvania,CURRENT DOLLARS,2017,"Median
income",63173
Pennsylvania,CURRENT DOLLARS,2017,"Standard
error",2753
Pennsylvania,CURRENT DOLLARS,1984 ,"Median
income",45848
Pennsylvania,CURRENT DOLLARS,1984 ,"Standard
error",1124
Pennsylvania,CURRENT DOLLARS,1985 ,"Median
income",49841
Pennsylvania,CURRENT DOLLARS,1985 ,"Standard
error",1172
Pennsylvania,CURRENT DOLLARS,1987 ,"Median
income",52627
Pennsylvania,CURRENT DOLLARS,1987 ,"Standard
error",1120
Pennsylvania,CURRENT DOLLARS,1992 ,"Median
income",51320
Pennsylvania,CURRENT DOLLARS,1992 ,"Standard
error",1146
Pennsylvania,CURRENT DOLLARS,1993 ,"Median
income",51922
Pennsylvania,CURRENT DOLLARS,1993 ,"Standard
error",1163
Pennsylvania,CURRENT DOLLARS,1994 ,"Median
income",52617
Pennsylvania,CURRENT DOLLARS,1994 ,"Standard
error",1073
Pennsylvania,CURRENT DOLLARS,1995 ,"Median
income",55318
Pennsylvania,CURRENT DOLLARS,1995 ,"Standard
error",1094
Pennsylvania,CURRENT DOLLARS,1999 ,"Median
income",55726
Pennsylvania,CURRENT DOLLARS,1999 ,"Standard
error",1684
Pennsylvania,CURRENT DOLLARS,2000 ,"Median
income",60204
Pennsylvania,CURRENT DOLLARS,2000 ,"Standard
error",1005
Pennsylvania,CURRENT DOLLARS,2004,"Median
income",57378
Pennsylvania,CURRENT DOLLARS,2004,"Standard
error",1352
Pennsylvania,CURRENT DOLLARS,2009 ,"Median
income",55172
Pennsylvania,CURRENT DOLLARS,2009 ,"Standard
error",1073
Pennsylvania,CURRENT DOLLARS,2010 ,"Median
income",54436
Pennsylvania,CURRENT DOLLARS,2010 ,"Standard
error",1699
Pennsylvania,CURRENT DOLLARS,2013 ,"Median
income",56866
Pennsylvania,CURRENT DOLLARS,2013 ,"Standard
error",1693
Pennsylvania,CURRENT DOLLARS,2013 ,"Median
income",58135
Pennsylvania,CURRENT DOLLARS,2013 ,"Standard
error",3095
Rhode Island,CURRENT DOLLARS,1986,"Median
income",56826
